id,product_id,created_at,sold_at,cost,product_category,product_name,product_brand,product_retail_price,product_department,product_sku,product_distribution_center_id
63862,12462,2022-12-03 01:27:00,,41.95,Pants,Future-proofed 5thgeneration migration,Nike,117.6,Women,Jt-22815775,10
63863,27310,2020-08-16 16:20:42,,39.15,Pants,Down-sized transitional synergy,Levi's,147.47,Men,FF-81258895,10
63864,14099,2023-02-28 20:12:25,2023-11-22 20:12:25,31.64,Tops,Team-oriented even-keeled leverage,Puma,80.75,Women,tj-71243311,6
63865,26191,2020-10-15 04:43:15,2021-06-03 04:43:15,45.18,Jeans,Focused background toolset,MG,163.03,Men,BE-67584252,2
63866,29253,2022-09-26 14:26:58,2022-11-03 14:26:58,10.71,Outerwear & Coats,Open-architected systemic project,Nike,31.8,Men,so-79709419,5
63867,15045,2022-03-08 06:55:01,2022-12-10 06:55:01,1.0,Outerwear & Coats,User-friendly optimizing firmware,Levi's,3.65,Men,dy-26588168,10
63868,15921,2023-07-02 04:16:47,,24.39,Accessories,Extended coherent neural-net,MG,51.8,Men,ev-04120135,6
63869,12232,2024-04-27 14:28:29,,49.98,Sweaters,Assimilated transitional artificial intelligence,Levi's,111.7,Men,dp-13149162,6
63870,17180,2024-03-27 02:24:26,,12.37,Pants,Diverse global info-mediaries,Levi's,37.76,Women,wV-19236914,10
63871,18738,2024-01-29 11:40:18,2025-01-21 11:40:18,19.94,Accessories,Ameliorated content-based policy,Adidas,47.21,Women,OS-57404632,5
63872,14381,2022-03-28 03:19:53,2022-06-29 03:19:53,6.95,Outerwear & Coats,Progressive systematic flexibility,MG,15.73,Women,jO-62184129,9
63873,19441,2020-01-09 21:10:18,2020-02-26 21:10:18,45.53,Outerwear & Coats,Digitized scalable matrix,MG,172.26,Men,mH-65477276,7
63874,12452,2020-06-02 22:49:45,2021-02-05 22:49:45,20.91,Tops,Intuitive coherent structure,Puma,75.4,Men,xc-58762833,9
63875,29974,2020-12-23 15:35:28,2021-07-09 15:35:28,20.56,Pants,Sharable bandwidth-monitored product,MG,53.95,Women,Sh-10707934,5
63876,20971,2019-04-28 03:38:42,2019-10-12 03:38:42,44.49,Jeans,Down-sized dedicated framework,Nike,110.45,Women,hP-90869715,2
63877,27403,2023-02-01 08:00:15,,47.15,Jeans,Multi-layered 6thgeneration data-warehouse,Adidas,156.02,Women,JO-39190212,3
63878,29361,2022-11-09 07:55:21,2023-04-08 07:55:21,15.88,Plus,Phased multi-tasking approach,Levi's,40.09,Men,Zk-92804144,8
63879,24360,2024-01-15 00:29:39,2024-06-29 00:29:39,31.3,Jeans,Pre-emptive multi-tasking firmware,Nike,109.44,Women,Pp-90440774,4
63880,21896,2024-03-24 00:07:26,2024-08-27 00:07:26,49.68,Plus,User-friendly reciprocal data-warehouse,Levi's,165.45,Women,ay-43692428,9
63881,17817,2024-02-11 07:37:56,2024-03-06 07:37:56,10.39,Accessories,Intuitive multimedia process improvement,MG,40.92,Women,Dj-17526013,4
63882,17102,2022-08-20 16:44:23,2023-06-28 16:44:23,34.2,Plus,Universal empowering intranet,Puma,128.15,Women,Fw-46098079,10
63883,27055,2024-08-29 06:45:49,2025-08-15 06:45:49,2.68,Plus,Stand-alone stable hierarchy,Nike,5.7,Men,ps-01115560,5
63884,23528,2021-05-06 20:41:29,2021-09-26 20:41:29,48.37,Sweaters,Assimilated leadingedge intranet,Puma,164.17,Women,Jq-91570814,4
63885,21146,2020-06-28 20:39:18,,39.04,Plus,Phased composite encoding,Calvin Klein,133.25,Women,Nc-28749543,1
63886,16450,2020-04-30 10:03:05,2021-03-24 10:03:05,19.78,Tops,Innovative well-modulated interface,Adidas,62.94,Men,Mv-45747054,9
63887,18272,2019-05-24 16:23:59,2019-08-25 16:23:59,35.47,Jeans,Distributed methodical toolset,Levi's,126.47,Men,BH-98990816,7
63888,15948,2021-04-17 21:04:21,,49.8,Tops,Universal transitional initiative,MG,101.13,Women,Nh-64484385,8
63889,20970,2021-02-16 10:10:51,2021-06-08 10:10:51,1.06,Tops,Switchable 24hour methodology,Nike,3.62,Women,Vm-18939484,9
63890,23784,2019-07-08 06:39:48,,4.84,Sweaters,Customer-focused local matrices,Calvin Klein,16.6,Women,oY-92537561,6
63891,20241,2024-08-05 03:59:02,,41.01,Tops,Automated 24/7 attitude,Adidas,93.66,Men,cG-59756460,7
63892,24961,2019-08-24 01:06:44,,19.15,Outerwear & Coats,User-friendly impactful time-frame,Nike,61.64,Men,xH-68555491,6
63893,21637,2020-05-30 05:28:25,2020-07-11 05:28:25,18.52,Plus,User-friendly explicit support,MG,71.56,Women,xQ-97064286,9
63894,28915,2023-06-09 19:16:08,2023-10-04 19:16:08,42.15,Accessories,Distributed systemic database,Levi's,126.24,Women,YN-74655826,5
63895,11720,2019-09-01 11:56:34,2019-10-21 11:56:34,31.81,Jeans,Open-architected content-based monitoring,Tommy Hilfiger,67.49,Men,Ar-37273271,7
63896,16590,2022-12-06 09:18:17,,33.39,Jeans,Fully-configurable mission-critical adapter,Levi's,96.81,Men,AM-02285138,9
63897,17053,2024-11-15 13:09:44,,31.05,Jeans,Re-contextualized tertiary moderator,Calvin Klein,91.11,Men,SD-47726970,2
63898,18320,2019-08-12 17:41:20,,1.17,Sweaters,Reactive 24hour Graphical User Interface,Adidas,3.25,Men,rU-53956674,7
63899,13029,2023-05-05 02:15:56,2024-04-03 02:15:56,18.58,Plus,Distributed multimedia attitude,Puma,46.41,Women,Xw-38040197,10
63900,13365,2023-04-06 00:32:17,2023-04-20 00:32:17,44.76,Tops,Profit-focused bandwidth-monitored budgetary management,Calvin Klein,155.86,Men,JU-69817374,6
63901,25539,2020-01-29 16:46:07,,43.52,Outerwear & Coats,Fundamental incremental solution,Puma,161.79,Men,ZV-01645707,1
63902,28917,2020-10-11 20:42:33,,21.71,Pants,Front-line intangible protocol,Calvin Klein,45.27,Men,VF-15748890,7
63903,10569,2024-12-23 20:34:07,2025-04-14 20:34:07,48.16,Tops,Up-sized fault-tolerant matrix,Levi's,166.43,Men,Hi-59217786,4
63904,23138,2023-10-22 01:01:34,2024-05-16 01:01:34,41.95,Accessories,Assimilated high-level database,Puma,131.19,Women,qb-79764859,2
63905,24931,2021-07-17 12:29:38,2022-01-08 12:29:38,5.24,Pants,Re-contextualized systematic definition,Tommy Hilfiger,13.15,Men,rX-78527186,4
63906,10489,2019-01-13 11:42:47,,41.04,Outerwear & Coats,Triple-buffered systematic frame,Puma,117.81,Men,eC-78971850,4
63907,28395,2020-10-13 21:52:44,2021-09-27 21:52:44,11.74,Plus,Fully-configurable leadingedge collaboration,Puma,34.81,Men,pp-64425103,3
63908,11646,2024-10-11 15:48:26,2025-01-09 15:48:26,20.22,Jeans,Extended 4thgeneration installation,Levi's,50.82,Women,Rz-12420694,3
63909,19194,2022-10-01 18:55:26,,13.63,Outerwear & Coats,Triple-buffered context-sensitive firmware,Nike,51.22,Men,Qv-54665333,9
63910,29710,2023-12-31 23:18:56,,5.29,Pants,Advanced disintermediate support,Levi's,15.73,Women,uQ-83633581,6
63911,24414,2023-03-27 07:37:07,2024-02-23 07:37:07,17.44,Accessories,Focused multi-tasking ability,Nike,36.75,Men,YZ-98143672,9
63912,23543,2019-01-05 12:12:01,2019-06-23 12:12:01,3.17,Plus,Reactive static strategy,Calvin Klein,11.03,Men,RB-49164419,6
63913,12304,2021-12-09 07:14:22,,1.02,Jeans,Upgradable homogeneous paradigm,Puma,3.21,Women,ZN-67493091,9
63914,11609,2020-02-06 13:22:37,2020-04-08 13:22:37,10.28,Sweaters,Robust analyzing core,Puma,29.64,Men,hN-44534600,6
63915,12029,2023-12-24 21:22:19,2024-07-13 21:22:19,44.34,Outerwear & Coats,Mandatory eco-centric customer loyalty,Calvin Klein,123.92,Men,JR-33066608,7
63916,25777,2019-01-21 10:20:42,,11.52,Tops,Streamlined transitional framework,Adidas,45.84,Women,os-16017667,6
63917,27810,2024-08-01 05:59:32,2025-05-19 05:59:32,49.04,Outerwear & Coats,Polarized logistical installation,Tommy Hilfiger,109.99,Women,cX-43292879,9
63918,12245,2020-05-09 14:20:21,,12.26,Tops,Progressive solution-oriented circuit,Calvin Klein,43.99,Men,DS-73977289,8
63919,16705,2020-10-08 04:50:24,,10.58,Plus,Multi-tiered national time-frame,Nike,22.72,Women,oZ-40054477,1
63920,20133,2023-06-30 09:22:09,2023-10-28 09:22:09,12.7,Sweaters,Exclusive radical core,Nike,38.02,Men,Hc-72056527,9
63921,15101,2019-01-07 19:30:04,2019-09-25 19:30:04,45.92,Accessories,Total well-modulated service-desk,Calvin Klein,141.68,Men,uO-64337240,1
63922,18806,2020-02-12 13:21:24,2020-05-28 13:21:24,29.4,Tops,Up-sized intangible open system,Calvin Klein,86.55,Men,QW-51701842,1
63923,28453,2019-11-09 07:45:48,,28.29,Sweaters,Switchable object-oriented parallelism,Calvin Klein,102.19,Men,GN-69121564,2
63924,24462,2020-02-01 11:55:17,,7.86,Sweaters,Ameliorated 6thgeneration middleware,Nike,30.73,Men,pl-35664502,4
63925,25529,2020-05-24 10:57:45,2021-03-11 10:57:45,45.98,Pants,Re-engineered 24hour synergy,Puma,180.65,Men,hD-87271817,6
63926,16543,2022-06-30 09:46:33,,37.0,Pants,Assimilated modular function,Calvin Klein,114.15,Women,uE-75634135,6
63927,11746,2022-07-12 01:04:20,2022-10-23 01:04:20,7.15,Plus,Intuitive heuristic capacity,Puma,25.7,Women,rd-92429049,8
63928,25658,2023-02-05 20:58:34,2023-09-09 20:58:34,19.76,Tops,Seamless methodical matrix,Levi's,70.72,Men,ic-54528107,10
63929,20903,2021-06-08 01:44:02,,37.69,Pants,Secured dedicated neural-net,MG,88.55,Men,HA-78805338,5
63930,13429,2020-01-01 16:23:47,2020-09-03 16:23:47,8.95,Tops,Open-source mobile service-desk,MG,28.8,Men,Ul-24275405,1
63931,24015,2024-02-11 04:23:23,2025-01-12 04:23:23,17.36,Accessories,Innovative holistic parallelism,MG,40.38,Women,jU-14776088,5
63932,12913,2022-12-04 04:00:04,,2.51,Jeans,Customizable solution-oriented encryption,Levi's,5.87,Women,Rb-85676116,5
63933,16376,2022-03-09 02:43:33,2022-05-31 02:43:33,32.47,Tops,Decentralized scalable extranet,Adidas,73.69,Men,qv-32302611,3
63934,19423,2020-09-12 01:48:00,2021-08-08 01:48:00,36.47,Tops,Business-focused non-volatile matrices,Puma,104.09,Women,pE-37499843,6
63935,24603,2020-03-05 15:40:42,2020-08-30 15:40:42,11.55,Accessories,Organic client-server capacity,Adidas,44.11,Men,va-64563533,6
63936,20530,2022-03-12 00:43:02,,39.87,Pants,Cross-group web-enabled paradigm,Levi's,123.96,Women,xh-76569684,3
63937,24756,2021-07-01 00:07:50,,5.1,Sweaters,Exclusive high-level time-frame,Nike,15.48,Men,Zk-93747880,6
63938,26912,2024-09-07 07:44:03,,14.18,Jeans,Vision-oriented secondary monitoring,Levi's,55.31,Women,Mo-12988284,9
63939,21603,2022-11-08 17:48:50,2023-08-14 17:48:50,23.62,Plus,Operative exuding benchmark,Adidas,88.16,Men,Av-79957452,7
63940,28249,2023-01-19 11:17:38,2023-04-28 11:17:38,34.33,Accessories,Robust system-worthy analyzer,Tommy Hilfiger,117.96,Men,OW-64903261,7
63941,17621,2024-04-06 22:59:44,2024-05-19 22:59:44,49.48,Pants,Function-based 4thgeneration analyzer,Nike,154.05,Men,WV-80059385,2
63942,20653,2020-03-09 20:16:44,2020-10-29 20:16:44,19.23,Pants,Triple-buffered hybrid policy,Puma,66.6,Women,PH-63046768,4
63943,14821,2023-04-15 08:55:09,,25.33,Accessories,Persistent background groupware,Levi's,86.13,Men,qX-21035337,5
63944,18268,2020-07-21 03:17:19,,3.02,Outerwear & Coats,Enhanced 5thgeneration data-warehouse,Puma,7.14,Women,AG-19191563,8
63945,14941,2021-10-19 21:21:12,2022-09-29 21:21:12,32.83,Pants,Optional composite frame,Nike,106.2,Men,wZ-02444396,4
63946,28798,2020-08-19 03:23:15,2021-07-03 03:23:15,5.87,Outerwear & Coats,Down-sized intangible methodology,Nike,19.25,Men,fH-14459342,5
63947,13985,2021-09-05 02:04:20,,41.14,Outerwear & Coats,Down-sized discrete middleware,MG,153.03,Women,TG-39650781,6
63948,23072,2022-09-16 03:10:19,2023-02-22 03:10:19,49.37,Sweaters,Right-sized optimal productivity,MG,148.19,Women,Vy-80346841,8
63949,12079,2021-09-01 15:08:07,2022-03-29 15:08:07,33.25,Pants,Advanced modular moderator,Adidas,104.17,Women,ES-33645127,9
63950,11626,2021-09-06 07:23:54,,10.61,Sweaters,Innovative exuding success,Adidas,25.35,Women,Ke-01869505,8
63951,13361,2020-02-19 13:08:08,2020-03-14 13:08:08,46.47,Pants,Fully-configurable modular support,Tommy Hilfiger,104.26,Men,Hj-45426381,9
63952,26991,2024-08-16 23:32:20,2024-12-15 23:32:20,27.13,Plus,Diverse foreground array,MG,94.6,Men,xY-29549045,3
63953,11047,2021-03-24 19:30:01,2021-09-22 19:30:01,16.9,Accessories,Open-source composite knowledge user,Adidas,35.31,Men,AZ-43377923,6
63954,21565,2024-07-29 04:12:19,2024-08-26 04:12:19,37.55,Sweaters,Right-sized empowering benchmark,Nike,92.45,Women,WY-82502408,2
63955,17841,2023-08-01 07:53:00,2024-01-21 07:53:00,34.87,Accessories,Inverse clear-thinking complexity,Calvin Klein,130.58,Women,vL-57281865,4
63956,24297,2020-07-11 08:47:18,2021-06-15 08:47:18,35.48,Accessories,Realigned optimal alliance,Nike,99.32,Men,so-47274674,5
63957,28778,2020-06-13 08:21:45,,26.8,Sweaters,Programmable client-server synergy,Tommy Hilfiger,99.57,Men,Zw-09651310,6
63958,11772,2019-09-23 11:05:30,2020-04-11 11:05:30,42.41,Sweaters,Public-key 6thgeneration firmware,Calvin Klein,106.16,Women,Fe-39322532,4
63959,23015,2023-05-19 22:29:49,2023-11-11 22:29:49,24.14,Tops,Centralized responsive hierarchy,Nike,90.91,Women,Ub-75253304,8
63960,20295,2019-01-17 23:20:19,2019-03-17 23:20:19,25.76,Accessories,Streamlined neutral artificial intelligence,Calvin Klein,88.1,Men,Co-65603327,3
63961,26594,2019-01-18 13:10:15,,25.56,Sweaters,Multi-channeled incremental attitude,Nike,97.68,Women,DQ-98125002,6
63962,23646,2023-03-06 13:44:02,,15.96,Sweaters,Multi-channeled composite challenge,MG,45.94,Women,Vr-48247028,10
63963,10285,2019-05-22 18:50:46,2019-10-31 18:50:46,45.16,Accessories,Distributed solution-oriented paradigm,Calvin Klein,159.69,Men,UN-98759960,2
63964,16419,2023-01-10 03:17:02,,43.8,Sweaters,Multi-tiered human-resource instruction set,MG,119.19,Men,vT-93099240,1
63965,27109,2019-04-05 10:24:33,2019-11-21 10:24:33,32.51,Accessories,Compatible interactive migration,Levi's,93.12,Men,Us-24890544,8
63966,14675,2020-03-06 13:47:30,,46.85,Outerwear & Coats,Pre-emptive static forecast,MG,128.45,Women,zt-40487344,6
63967,20780,2020-02-16 15:35:17,,26.47,Plus,Proactive asynchronous analyzer,Adidas,61.73,Men,LE-92456388,5
63968,16144,2023-09-19 08:50:54,2023-12-01 08:50:54,38.86,Sweaters,Devolved heuristic process improvement,Nike,102.42,Men,Rt-94303208,7
63969,25172,2019-04-11 21:00:48,2019-10-07 21:00:48,43.61,Tops,Adaptive fresh-thinking implementation,Nike,96.25,Women,HU-76878685,7
63970,14963,2020-04-06 04:25:13,,20.55,Tops,Stand-alone high-level Local Area Network,Tommy Hilfiger,47.91,Women,Fd-69470523,8
63971,15406,2022-11-19 22:54:07,2023-04-06 22:54:07,5.04,Outerwear & Coats,Managed impactful array,Adidas,16.91,Women,FV-51273208,6
63972,25177,2023-10-31 14:41:11,2023-12-24 14:41:11,7.56,Pants,Fully-configurable encompassing forecast,Levi's,28.57,Men,Gb-31139991,10
63973,20594,2022-02-14 14:06:32,,46.76,Accessories,Automated 3rdgeneration framework,Calvin Klein,165.09,Men,Qx-35410981,8
63974,12580,2020-07-04 21:31:45,,34.12,Plus,Intuitive next generation encoding,Nike,82.6,Men,RZ-10142792,4
63975,21496,2020-11-19 03:49:59,2021-01-16 03:49:59,24.3,Pants,Managed zero tolerance protocol,MG,86.44,Men,hl-62667848,4
63976,18833,2022-06-03 19:10:22,,49.54,Plus,Reverse-engineered reciprocal methodology,Adidas,141.22,Women,eH-54233739,2
63977,28250,2019-08-18 14:27:41,,5.33,Accessories,Total solution-oriented support,Adidas,13.83,Men,fe-86346905,2
63978,16976,2020-03-30 12:59:00,2020-04-08 12:59:00,39.99,Jeans,Down-sized multimedia process improvement,Puma,94.99,Women,qr-24648945,4
63979,11245,2020-11-13 19:25:54,2021-01-09 19:25:54,44.34,Pants,Public-key even-keeled emulation,Levi's,89.81,Men,Yh-94773622,4
63980,18519,2020-03-14 17:40:05,,36.17,Accessories,Adaptive 24/7 website,Nike,94.41,Women,Eh-13727104,8
63981,18915,2023-06-08 22:01:11,,42.55,Accessories,Re-contextualized neutral matrix,Nike,148.76,Men,WJ-38726208,1
63982,24991,2019-09-07 19:55:46,2019-12-04 19:55:46,8.23,Accessories,Optimized upward-trending matrices,MG,30.07,Women,Ra-56665646,4
63983,18366,2019-05-07 22:45:21,,9.19,Outerwear & Coats,Enterprise-wide content-based data-warehouse,Adidas,25.15,Women,hL-81134667,10
63984,10738,2019-11-16 07:46:12,2020-03-06 07:46:12,33.66,Accessories,Future-proofed modular workforce,Levi's,101.95,Men,VC-80233323,7
63985,11967,2023-03-25 00:41:04,2023-11-05 00:41:04,37.58,Outerwear & Coats,Right-sized full-range throughput,Calvin Klein,92.9,Men,gq-87406499,3
63986,29102,2024-09-01 12:24:05,2025-05-29 12:24:05,39.84,Plus,Ergonomic 4thgeneration intranet,MG,114.28,Men,PR-34555778,7
63987,10169,2021-02-26 05:09:34,,27.76,Accessories,Reactive fault-tolerant superstructure,Calvin Klein,90.68,Women,GV-26776491,5
63988,24273,2022-02-01 14:46:57,2022-11-23 14:46:57,42.19,Pants,Ergonomic dynamic access,Tommy Hilfiger,132.93,Men,ay-43857894,4
63989,28713,2022-11-04 22:26:57,,41.5,Sweaters,Compatible zero tolerance monitoring,Tommy Hilfiger,138.63,Men,WF-00142253,7
63990,22188,2019-08-24 00:28:54,2020-08-16 00:28:54,2.8,Plus,Virtual user-facing analyzer,MG,10.33,Men,FU-71491630,1
63991,23547,2022-09-23 19:21:59,,11.92,Tops,Networked discrete time-frame,MG,47.13,Women,At-89607591,3
63992,24342,2020-09-15 15:12:44,,36.35,Pants,Vision-oriented homogeneous neural-net,Tommy Hilfiger,127.27,Women,is-55066832,8
63993,10806,2020-11-15 01:23:55,2021-06-22 01:23:55,3.18,Jeans,Focused background hierarchy,Levi's,12.15,Men,bx-53375443,4
63994,20834,2020-08-05 03:18:28,2021-03-07 03:18:28,38.41,Plus,Vision-oriented bifurcated workforce,Nike,138.19,Men,cy-12729613,7
63995,11847,2024-11-12 10:47:41,2025-10-07 10:47:41,48.41,Plus,Stand-alone foreground forecast,Tommy Hilfiger,136.16,Women,vB-91400195,4
63996,13385,2020-09-26 03:43:06,2021-01-24 03:43:06,5.28,Pants,Re-contextualized static website,Calvin Klein,20.94,Women,lO-32434830,3
63997,11435,2019-07-23 12:14:10,2019-09-21 12:14:10,34.07,Pants,Upgradable optimizing function,Adidas,92.62,Men,hR-30655646,5
63998,21408,2024-04-30 00:53:08,2024-06-14 00:53:08,46.48,Tops,Distributed homogeneous matrix,Puma,96.33,Men,yA-08404231,5
63999,21727,2023-09-04 00:16:21,,1.21,Tops,De-engineered value-added budgetary management,Calvin Klein,3.42,Women,Hh-00938667,9
64000,25231,2024-05-29 14:41:50,2024-07-22 14:41:50,42.28,Jeans,Polarized asynchronous solution,Adidas,111.57,Women,mm-77895321,8
64001,10701,2022-09-10 04:57:01,,40.68,Tops,User-centric discrete definition,Puma,125.85,Women,Ru-81086317,7
64002,16018,2020-03-20 18:11:53,,11.01,Pants,Managed interactive throughput,Adidas,35.39,Women,IP-40396139,7
64003,10768,2024-01-26 17:22:21,,9.16,Accessories,Cross-platform maximized orchestration,Adidas,24.22,Men,sH-31079330,8
64004,26452,2020-08-09 05:22:54,,5.37,Outerwear & Coats,Business-focused bottom-line pricing structure,Nike,13.7,Men,gT-81513433,10
64005,29312,2024-11-13 23:10:29,,36.59,Accessories,Upgradable encompassing throughput,MG,75.76,Women,fK-41280669,5
64006,18404,2019-06-29 00:47:55,2019-09-25 00:47:55,22.11,Tops,Customizable well-modulated budgetary management,Puma,58.21,Women,LX-41458271,7
64007,29273,2024-11-11 19:16:58,,17.76,Jeans,Total bi-directional parallelism,Puma,70.68,Men,YQ-05608468,10
64008,29133,2020-01-17 07:47:11,2020-11-10 07:47:11,40.44,Tops,Re-engineered static functionalities,Levi's,153.58,Men,xQ-16614255,6
64009,16523,2023-01-20 07:05:15,,39.65,Jeans,Assimilated real-time customer loyalty,Puma,90.1,Men,yD-01207410,10
64010,25927,2024-02-28 19:26:10,2024-09-10 19:26:10,36.1,Outerwear & Coats,Focused systematic Graphical User Interface,Puma,123.39,Men,zA-82364329,10
64011,19609,2023-03-07 23:58:02,2023-11-14 23:58:02,2.0,Pants,Decentralized zero administration encoding,MG,5.39,Men,OU-73948410,7
64012,21225,2021-08-12 18:13:56,2022-03-10 18:13:56,5.73,Accessories,Multi-lateral 6thgeneration moratorium,Tommy Hilfiger,18.08,Women,Zr-14977952,3
64013,21140,2024-11-11 11:31:46,,11.21,Jeans,Multi-channeled value-added structure,Adidas,33.61,Women,sn-65282278,5
64014,27785,2019-09-28 23:21:27,2019-11-28 23:21:27,20.5,Sweaters,Persistent zero administration conglomeration,Tommy Hilfiger,73.71,Men,mk-21192193,4
64015,27282,2021-04-22 16:13:55,2021-06-15 16:13:55,5.08,Accessories,Programmable transitional instruction set,Adidas,19.92,Men,Ec-92558281,4
64016,13929,2022-05-17 17:26:43,2022-07-28 17:26:43,13.53,Outerwear & Coats,Organized systemic archive,MG,35.72,Women,PJ-86364783,2
64017,27025,2024-10-17 10:59:03,,43.46,Jeans,Secured demand-driven monitoring,Nike,122.99,Men,wK-47773547,9
64018,22470,2022-09-16 08:47:36,2023-04-24 08:47:36,14.45,Outerwear & Coats,Profit-focused foreground protocol,Calvin Klein,55.57,Women,Ml-83517320,3
64019,16563,2023-11-21 11:28:55,2024-02-24 11:28:55,34.02,Plus,Diverse local array,Puma,127.97,Men,rQ-23683647,4
64020,10516,2019-01-19 00:46:03,2019-06-17 00:46:03,42.62,Tops,Focused attitude-oriented capacity,Levi's,103.73,Women,ny-87215092,10
64021,11740,2023-05-03 11:20:18,,36.63,Tops,Triple-buffered eco-centric algorithm,MG,94.3,Men,ac-34135301,6
64022,19277,2021-06-29 21:00:23,,42.21,Outerwear & Coats,Visionary optimizing algorithm,Calvin Klein,121.5,Women,LP-15426292,5
64023,25683,2020-02-09 07:42:48,,24.42,Sweaters,Seamless needs-based function,Levi's,94.76,Men,rG-04518582,3
64024,29732,2024-12-16 17:07:00,,38.6,Accessories,Open-source fresh-thinking access,Nike,129.13,Men,sz-69968408,9
64025,13897,2023-03-11 11:33:23,,47.49,Plus,Devolved static array,MG,188.92,Women,Fr-91098124,7
64026,11505,2024-05-03 12:01:24,2024-06-02 12:01:24,31.92,Jeans,Front-line global system engine,Adidas,87.44,Men,KZ-70939122,8
64027,12182,2023-08-22 06:26:08,2023-12-19 06:26:08,45.59,Outerwear & Coats,Distributed clear-thinking throughput,MG,112.56,Men,In-97661190,5
64028,23556,2022-10-02 15:21:07,2023-07-09 15:21:07,36.14,Jeans,Monitored transitional forecast,MG,84.85,Women,FZ-25567752,2
64029,27171,2023-10-26 12:43:27,2024-01-09 12:43:27,42.67,Plus,Organized zero tolerance access,Tommy Hilfiger,124.45,Men,hF-03034680,7
64030,12163,2021-10-11 18:23:52,2022-09-28 18:23:52,30.96,Jeans,Multi-layered homogeneous infrastructure,MG,99.3,Men,ST-55731679,5
64031,13661,2019-10-29 12:52:45,2020-06-02 12:52:45,46.74,Outerwear & Coats,Upgradable empowering hardware,Nike,170.54,Women,Xm-65396237,6
64032,26645,2019-09-28 07:36:53,2020-03-12 07:36:53,25.73,Outerwear & Coats,Versatile responsive contingency,Adidas,57.37,Women,zn-39739192,6
64033,28990,2024-10-16 15:42:12,,21.55,Outerwear & Coats,Proactive scalable capacity,Nike,68.49,Women,bo-32248707,5
64034,16564,2024-03-09 03:04:49,2024-10-15 03:04:49,48.54,Accessories,Triple-buffered even-keeled customer loyalty,Adidas,106.39,Men,iP-24962285,3
64035,19643,2020-06-04 04:01:25,2021-01-13 04:01:25,14.25,Plus,Diverse local groupware,Calvin Klein,47.26,Men,Ag-67701698,3
64036,26629,2022-12-05 15:06:37,2023-02-01 15:06:37,37.36,Jeans,Compatible multi-tasking focus group,Levi's,96.95,Women,wo-61229221,9
64037,10381,2020-05-05 20:26:43,2020-07-16 20:26:43,43.42,Outerwear & Coats,Future-proofed leadingedge extranet,Calvin Klein,135.15,Men,py-37129303,6
64038,28536,2020-03-14 02:29:48,2020-09-06 02:29:48,40.86,Accessories,Devolved zero tolerance middleware,Puma,156.13,Women,Sd-32231584,2
64039,19927,2021-04-22 20:33:21,2021-06-21 20:33:21,34.95,Tops,Pre-emptive bi-directional neural-net,Nike,84.36,Women,Vh-35699451,2
64040,23834,2020-11-22 11:40:50,,29.4,Outerwear & Coats,Function-based interactive complexity,Levi's,107.48,Men,rT-10251384,8
64041,23350,2023-04-13 20:55:34,2023-06-01 20:55:34,10.6,Accessories,Customer-focused object-oriented installation,Nike,29.04,Women,ss-11176281,9
64042,23386,2024-05-31 18:42:19,2025-02-28 18:42:19,9.83,Outerwear & Coats,Integrated uniform synergy,Tommy Hilfiger,26.91,Men,Hb-87796479,5
64043,18181,2022-07-12 05:48:04,,21.7,Plus,Implemented clear-thinking solution,MG,48.09,Men,tD-33603940,3
64044,19831,2021-08-12 19:32:14,2022-01-09 19:32:14,25.2,Tops,Fully-configurable logistical capacity,Tommy Hilfiger,66.84,Men,Zv-23171957,6
64045,16518,2019-11-11 00:41:02,2020-06-10 00:41:02,27.31,Plus,Operative zero tolerance budgetary management,Calvin Klein,86.89,Women,Bk-41897347,9
64046,15610,2023-01-19 15:46:19,2023-08-29 15:46:19,15.25,Accessories,User-friendly contextually-based complexity,MG,43.29,Women,Qw-25592595,10
64047,17467,2023-08-06 14:10:09,,8.08,Sweaters,Progressive fault-tolerant emulation,Calvin Klein,17.55,Women,JQ-70597885,7
64048,25767,2020-08-13 00:37:03,2020-09-30 00:37:03,10.04,Jeans,Versatile maximized conglomeration,MG,20.29,Women,KN-00509246,1
64049,10471,2020-12-02 08:44:46,2021-02-07 08:44:46,41.69,Sweaters,Visionary demand-driven access,Puma,112.84,Women,ld-36008084,8
64050,28267,2024-02-04 22:31:40,2024-10-02 22:31:40,11.45,Tops,Front-line optimal throughput,MG,43.96,Women,aW-38891813,3
64051,25483,2023-12-06 11:41:37,2024-12-03 11:41:37,23.41,Plus,Advanced well-modulated functionalities,Tommy Hilfiger,62.38,Women,BJ-54454669,8
64052,12493,2024-01-03 00:53:52,,43.22,Outerwear & Coats,Right-sized systematic contingency,MG,152.31,Women,XK-82097873,10
64053,14798,2023-05-17 05:19:48,2024-01-17 05:19:48,48.6,Plus,Synergized uniform emulation,Adidas,118.58,Men,tx-51570731,7
64054,21058,2023-01-28 04:29:08,2023-11-14 04:29:08,41.0,Accessories,Organic 24/7 product,Nike,114.89,Women,nN-44976023,9
64055,26515,2022-06-16 07:20:33,2022-11-27 07:20:33,31.04,Accessories,Cloned systemic pricing structure,Puma,69.23,Women,pI-00450404,3
64056,16909,2019-01-12 18:24:23,,3.7,Jeans,Assimilated hybrid alliance,MG,7.55,Women,Yb-89232299,3
