id,cost,category,name,brand,retail_price,department,sku,distribution_center_id
12818,58.58,Plus,Pre-emptive 24/7 matrix,Puma,263.21,Women,bQ-18719248,2
12819,53.96,Outerwear & Coats,Quality-focused directional pricing structure,Tommy Hilfiger,126.44,Women,tY-49988921,1
12820,69.08,Plus,Proactive leadingedge matrices,Tommy Hilfiger,212.19,Men,dF-36706075,10
12821,39.63,Sweaters,Sharable directional collaboration,MG,177.26,Men,Dx-64631826,4
12822,69.18,Sweaters,Synergistic context-sensitive customer loyalty,Tommy Hilfiger,205.21,Women,wc-06137709,8
12823,45.33,Pants,Innovative secondary benchmark,MG,155.9,Women,wt-78527545,6
12824,93.69,Accessories,Washed Canvas Ivy Hat,Puma,249.09,Men,Xb-50789684,10
12825,36.06,Outerwear & Coats,Networked object-oriented encoding,Adidas,68.94,Women,Jx-10075157,7
12826,11.08,Outerwear & Coats,Programmable asymmetric success,Gap,39.29,Men,ms-56453097,6
12827,43.15,Jeans,Bootcut Jeans,MG,111.11,Women,XA-31232086,7
12828,64.97,Tops,Cotton T-Shirt,Nike,274.54,Women,OC-70714504,7
12829,46.78,Jeans,High Rise Jeans,MG,120.33,Women,Ni-50956939,8
12830,31.39,Outerwear & Coats,Programmable executive customer loyalty,H&M,116.77,Men,Th-24284174,5
12831,83.57,Plus,Public-key high-level strategy,Tommy Hilfiger,168.05,Men,Bx-41115323,3
12832,3.64,Plus,Profound 24hour alliance,Adidas,13.87,Women,Kf-22736755,7
12833,3.69,Jeans,High Rise Jeans,Tommy Hilfiger,12.44,Women,nn-65112335,8
12834,34.24,Plus,Public-key background open system,Tommy Hilfiger,77.01,Women,aj-92285518,6
12835,44.01,Jeans,Bootcut Jeans,H&M,100.89,Women,Xo-93435324,3
12836,90.12,Jeans,Bootcut Jeans,Levi's,387.92,Women,vh-88924170,9
12837,7.5,Plus,Decentralized needs-based throughput,Nike,14.23,Men,hR-04349723,8
12838,94.29,Tops,Polo Shirt,MG,221.35,Women,pu-19807138,6
12839,14.54,Sweaters,Visionary 5thgeneration support,Nike,45.18,Men,ve-64566909,3
12840,54.41,Accessories,4 Panel Large Bill Cap,Levi's,128.87,Women,NU-19638708,7
12841,56.96,Accessories,Enzyme Regular Scarf,Levi's,237.34,Women,zD-87688353,1
12842,11.47,Plus,Advanced foreground interface,Gap,51.52,Women,rL-77747639,1
12843,90.22,Plus,Team-oriented national array,MG,276.22,Men,Gd-26450974,9
12844,17.11,Outerwear & Coats,Centralized object-oriented algorithm,Nike,64.04,Women,LH-52899802,7
12845,94.01,Outerwear & Coats,Open-source systemic utilization,Nike,374.58,Men,tm-09111592,8
12846,82.7,Sweaters,Enhanced discrete neural-net,Adidas,156.3,Women,KU-34026950,6
12847,78.59,Outerwear & Coats,Re-contextualized even-keeled toolset,Gap,301.89,Men,RC-30564080,4
12848,62.86,Outerwear & Coats,Optimized responsive firmware,Nike,191.0,Men,Rn-71406595,9
12849,36.13,Jeans,Skinny Jeans,Adidas,104.43,Women,wJ-01942080,7
12850,10.42,Accessories,Enzyme Regular Scarf,Tommy Hilfiger,28.98,Men,vB-33161035,8
12851,54.62,Plus,Quality-focused user-facing database,Gap,213.59,Women,rk-09616504,10
12852,55.88,Outerwear & Coats,Optional composite orchestration,Adidas,232.11,Men,hf-47845025,1
12853,66.38,Accessories,Low Profile Dyed Cap,Adidas,259.58,Men,Uv-15599380,7
12854,82.25,Tops,Long Sleeve Shirt,H&M,338.2,Women,JB-90503519,2
12855,39.88,Outerwear & Coats,Re-contextualized composite groupware,Levi's,101.39,Men,sZ-97235489,3
12856,17.67,Tops,Polo Shirt,H&M,68.03,Men,sG-57093091,6
12857,99.53,Outerwear & Coats,Operative web-enabled attitude,H&M,273.35,Women,qG-87725437,5
12858,6.33,Tops,Cotton T-Shirt,Gap,20.98,Women,Mj-42242402,9
12859,74.56,Jeans,Regular Fit Jeans,Calvin Klein,188.98,Men,QG-55401710,4
12860,25.98,Tops,Cotton T-Shirt,MG,97.27,Men,uM-80990954,4
12861,70.29,Sweaters,Business-focused bottom-line system engine,Calvin Klein,250.95,Men,Tj-17025626,3
12862,7.66,Jeans,Regular Fit Jeans,Adidas,17.37,Men,eZ-80698960,10
12863,60.2,Sweaters,Enterprise-wide zero-defect utilization,Nike,131.29,Men,Hx-81794449,3
12864,11.09,Jeans,Skinny Jeans,Levi's,43.98,Men,pi-54295834,6
12865,75.19,Accessories,Enzyme Regular Scarf,Levi's,260.2,Men,DI-30909306,6
12866,58.96,Tops,Cotton T-Shirt,Levi's,166.9,Women,ho-80953795,3
12867,88.93,Sweaters,Front-line bi-directional protocol,MG,379.77,Women,QE-97757685,7
12868,45.59,Accessories,Low Profile Dyed Cap,Calvin Klein,94.53,Women,wk-39944472,4
12869,97.24,Tops,V-Neck Top,Tommy Hilfiger,352.6,Women,zF-74431126,7
12870,49.6,Sweaters,Enterprise-wide homogeneous website,Calvin Klein,183.66,Women,Cy-62351930,1
12871,41.58,Jeans,Regular Fit Jeans,H&M,115.32,Men,IX-30495350,6
12872,84.18,Accessories,Low Profile Dyed Cap,MG,181.51,Women,cX-10998363,3
12873,8.96,Pants,Streamlined asynchronous solution,Calvin Klein,24.17,Men,NC-99868469,5
12874,34.02,Pants,Mandatory eco-centric process improvement,Levi's,137.2,Women,PP-72532953,7
12875,54.47,Outerwear & Coats,Public-key object-oriented framework,Tommy Hilfiger,198.83,Women,LE-86762268,8
12876,24.85,Outerwear & Coats,Decentralized multi-tasking benchmark,Nike,61.18,Women,qV-97822376,1
12877,39.56,Plus,Triple-buffered motivating core,Calvin Klein,97.57,Men,kF-22835100,9
12878,8.15,Plus,Customizable actuating synergy,MG,26.18,Women,my-56260050,9
12879,22.04,Plus,Decentralized clear-thinking moderator,H&M,99.04,Women,Bn-43357746,7
12880,34.14,Accessories,4 Panel Large Bill Cap,H&M,111.38,Women,LN-65279945,10
12881,99.86,Tops,V-Neck Top,Tommy Hilfiger,431.22,Men,uw-29519615,9
12882,75.64,Pants,Right-sized systematic parallelism,Calvin Klein,168.35,Women,eP-93456173,8
12883,94.99,Tops,V-Neck Top,H&M,410.54,Men,JS-91716492,7
12884,56.79,Accessories,4 Panel Large Bill Cap,Puma,206.9,Men,Lh-36569280,3
12885,87.66,Pants,Extended 24/7 conglomeration,Gap,214.15,Women,uM-89061480,5
12886,93.68,Tops,Cotton T-Shirt,H&M,195.04,Men,NU-57514473,2
12887,63.71,Accessories,Low Profile Dyed Cap,Adidas,156.54,Women,cO-27119610,8
12888,87.2,Pants,Vision-oriented human-resource knowledgebase,Levi's,295.79,Women,iN-55469431,2
12889,2.3,Jeans,Skinny Jeans,Gap,6.09,Women,mB-06005561,10
12890,75.92,Plus,Devolved upward-trending encryption,Gap,220.78,Women,Ji-19451876,4
12891,13.12,Sweaters,Horizontal next generation archive,MG,41.58,Women,dO-93658204,2
12892,50.04,Sweaters,Up-sized uniform Graphical User Interface,Gap,211.51,Men,mD-43690748,3
12893,42.45,Sweaters,Phased explicit knowledge user,H&M,98.6,Women,kb-47572741,4
12894,10.95,Tops,Cotton T-Shirt,H&M,20.45,Women,NV-85170709,9
12895,97.92,Pants,Centralized maximized software,Gap,287.73,Women,wV-98497031,7
12896,52.92,Sweaters,Ergonomic incremental open architecture,Adidas,125.23,Women,xO-63181674,10
12897,64.83,Tops,Cotton T-Shirt,Gap,206.7,Men,DL-86390982,3
12898,99.48,Sweaters,Total methodical time-frame,Calvin Klein,353.16,Women,oo-34934542,5
12899,62.54,Accessories,Washed Canvas Ivy Hat,Calvin Klein,121.1,Men,RJ-02390921,10
12900,62.32,Accessories,Low Profile Dyed Cap,Nike,191.15,Men,KL-54442471,7
12901,49.64,Sweaters,Quality-focused mission-critical process improvement,Adidas,181.03,Women,kj-10067787,7
12902,94.53,Tops,Polo Shirt,H&M,388.16,Men,Lq-43469081,4
12903,1.86,Outerwear & Coats,Robust analyzing portal,Levi's,7.4,Women,Hx-13629639,8
12904,88.49,Sweaters,Pre-emptive motivating knowledgebase,Puma,239.04,Women,sZ-12197835,2
12905,75.67,Tops,Polo Shirt,Calvin Klein,295.67,Women,CQ-48333126,4
12906,92.17,Outerwear & Coats,Realigned coherent standardization,Nike,237.55,Women,WB-83058053,9
12907,72.02,Tops,V-Neck Top,Puma,230.65,Women,ZN-62298834,5
12908,99.09,Plus,Versatile static forecast,Calvin Klein,402.63,Men,od-77217621,6
12909,74.05,Accessories,Enzyme Regular Scarf,Adidas,217.33,Men,Nk-44725074,6
12910,96.9,Sweaters,Realigned fresh-thinking protocol,Adidas,409.3,Men,Nn-09901163,2
12911,35.77,Pants,Seamless optimal methodology,H&M,153.57,Men,NF-34925553,6
12912,51.62,Plus,Function-based dedicated database,Gap,121.56,Women,jk-05481547,10
12913,21.46,Plus,Future-proofed hybrid extranet,Nike,71.43,Men,WK-57973719,10
12914,16.39,Tops,Cotton T-Shirt,MG,41.86,Men,xS-25926964,1
12915,95.01,Sweaters,Grass-roots system-worthy benchmark,Puma,298.97,Men,gX-04069870,6
12916,40.89,Outerwear & Coats,Intuitive well-modulated forecast,Levi's,125.53,Men,lv-96978222,6
12917,48.27,Accessories,Enzyme Regular Scarf,Calvin Klein,200.71,Men,Zt-04951909,2
12918,65.41,Accessories,Enzyme Regular Scarf,Nike,250.12,Women,bN-03613504,5
12919,34.77,Jeans,Skinny Jeans,Puma,80.31,Women,UA-11922517,3
12920,68.43,Plus,Organic demand-driven matrix,MG,182.62,Women,hB-88465237,3
12921,25.56,Sweaters,Business-focused non-volatile artificial intelligence,Levi's,59.48,Women,uT-51147216,2
12922,72.89,Outerwear & Coats,Operative secondary monitoring,H&M,261.32,Women,yI-08659818,10
12923,82.61,Jeans,Bootcut Jeans,Nike,305.79,Men,sR-43185828,2
12924,82.78,Outerwear & Coats,Virtual disintermediate archive,Levi's,278.95,Women,wh-97020417,10
12925,79.17,Accessories,Enzyme Regular Scarf,MG,185.17,Men,Ko-53550723,9
12926,11.83,Accessories,Washed Canvas Ivy Hat,Tommy Hilfiger,29.65,Men,Av-38364495,1
12927,12.67,Sweaters,Streamlined tangible service-desk,Gap,43.49,Men,Xu-67053271,5
12928,53.83,Pants,Innovative context-sensitive circuit,H&M,203.24,Women,PF-69739190,10
12929,57.86,Jeans,Skinny Jeans,Levi's,123.85,Men,XJ-81560682,7
12930,32.33,Plus,Advanced contextually-based matrix,H&M,70.15,Men,Oj-50190190,2
12931,18.75,Plus,Innovative leadingedge access,Levi's,55.59,Men,SB-91567577,2
12932,31.04,Plus,Mandatory context-sensitive core,Gap,91.89,Women,Fj-59047290,4
12933,54.0,Accessories,4 Panel Large Bill Cap,H&M,159.27,Women,Sk-56940046,10
12934,43.96,Jeans,Bootcut Jeans,Gap,108.72,Women,Gb-62990615,6
12935,26.34,Accessories,Low Profile Dyed Cap,Levi's,69.45,Women,XD-03183155,8
12936,79.25,Pants,Open-architected well-modulated open system,Gap,318.11,Women,WV-44376547,8
12937,49.58,Outerwear & Coats,Team-oriented web-enabled policy,Puma,186.81,Women,gF-32190020,7
12938,53.91,Pants,Synchronized user-facing project,Puma,145.33,Men,LM-31331131,9
12939,62.0,Pants,Assimilated exuding implementation,H&M,274.42,Men,LN-12446283,9
12940,42.96,Accessories,Enzyme Regular Scarf,Levi's,162.64,Men,ga-01370270,9
12941,21.28,Outerwear & Coats,De-engineered empowering functionalities,Calvin Klein,60.12,Women,RO-58356082,4
12942,45.46,Jeans,Regular Fit Jeans,MG,175.58,Men,PQ-89939890,6
12943,62.35,Tops,V-Neck Top,Nike,180.73,Men,Fm-28762330,6
12944,71.52,Tops,V-Neck Top,Adidas,201.26,Women,PY-66789206,4
12945,28.87,Pants,Universal reciprocal hardware,H&M,58.41,Men,IP-96993248,2
12946,25.69,Outerwear & Coats,Centralized incremental capacity,H&M,48.02,Women,rj-95822541,7
12947,3.49,Pants,Stand-alone asynchronous Local Area Network,Calvin Klein,9.51,Men,Sf-47148162,7
12948,45.34,Tops,Polo Shirt,Puma,90.87,Men,BS-58741565,5
12949,58.83,Plus,Configurable zero administration circuit,MG,109.36,Men,pE-36658261,1
12950,23.62,Jeans,Bootcut Jeans,Nike,105.07,Women,pA-01894930,1
12951,20.87,Accessories,Low Profile Dyed Cap,Levi's,39.91,Men,El-47118601,9
12952,99.8,Accessories,Washed Canvas Ivy Hat,MG,429.36,Women,DU-08170432,2
12953,9.31,Outerwear & Coats,Cross-group bottom-line capacity,Gap,25.63,Men,zF-15380615,3
12954,95.23,Outerwear & Coats,User-centric bifurcated challenge,Calvin Klein,227.53,Women,It-27097073,7
12955,77.69,Outerwear & Coats,Progressive content-based model,Calvin Klein,346.54,Women,VU-36039914,6
12956,6.03,Pants,Persevering full-range utilization,Adidas,21.43,Women,tO-56331994,4
12957,45.02,Outerwear & Coats,Open-architected intermediate superstructure,Calvin Klein,150.33,Men,UR-76221342,9
12958,81.3,Outerwear & Coats,Progressive leadingedge protocol,Puma,334.94,Women,SP-98533783,6
12959,10.04,Tops,V-Neck Top,H&M,40.23,Men,dN-21850868,8
12960,23.28,Plus,Robust 24hour initiative,Gap,44.43,Women,DX-83138124,9
12961,66.93,Tops,Long Sleeve Shirt,Tommy Hilfiger,134.94,Women,LV-30399207,10
12962,42.18,Plus,Assimilated tangible website,Calvin Klein,187.29,Men,RT-47209649,9
12963,60.07,Plus,Fully-configurable impactful customer loyalty,Adidas,209.65,Men,PF-92521789,5
12964,77.96,Pants,Digitized dynamic benchmark,Nike,144.33,Men,TO-43661956,3
12965,47.14,Tops,Polo Shirt,Levi's,186.05,Men,lr-12996687,7
12966,4.23,Sweaters,Optimized maximized open architecture,Tommy Hilfiger,17.63,Men,nf-72797760,8
12967,14.55,Plus,Realigned background focus group,Gap,45.89,Men,df-04771646,5
12968,50.64,Plus,De-engineered composite array,Adidas,136.68,Men,mO-08514197,1
12969,13.78,Sweaters,Secured object-oriented attitude,Calvin Klein,53.91,Women,Fn-84211054,1
12970,41.43,Outerwear & Coats,Object-based non-volatile firmware,MG,107.85,Women,vU-39429019,5
12971,53.32,Pants,Synchronized intermediate emulation,Puma,137.2,Men,pF-71406606,7
12972,50.19,Plus,Down-sized well-modulated interface,Nike,154.54,Men,Ko-67507361,2
12973,80.5,Outerwear & Coats,Streamlined content-based hub,Calvin Klein,275.86,Women,OZ-97031971,3
12974,30.91,Outerwear & Coats,Object-based optimal neural-net,Puma,130.89,Women,mP-08862017,7
12975,45.45,Jeans,Regular Fit Jeans,Adidas,166.66,Men,lH-82094294,2
12976,74.27,Plus,Customer-focused client-server leverage,MG,233.91,Women,TQ-78463783,7
12977,96.45,Sweaters,Grass-roots neutral infrastructure,Puma,429.4,Men,Xe-25853360,7
12978,82.88,Sweaters,Reduced scalable knowledge user,Tommy Hilfiger,287.82,Men,cb-61901311,10
12979,82.68,Sweaters,Ameliorated executive conglomeration,MG,294.38,Men,Sj-02816705,6
12980,76.01,Sweaters,Configurable heuristic customer loyalty,Calvin Klein,156.69,Women,tY-74807776,7
12981,84.68,Sweaters,User-friendly empowering function,MG,326.82,Men,tn-83811726,8
12982,80.6,Accessories,Low Profile Dyed Cap,Puma,320.12,Men,oF-07761958,8
12983,49.38,Plus,Face-to-face web-enabled interface,Adidas,213.6,Women,YV-35704457,3
12984,18.72,Tops,V-Neck Top,Calvin Klein,43.91,Women,vz-96412732,8
12985,59.72,Sweaters,Devolved explicit structure,Puma,179.74,Women,MF-36105217,7
12986,87.29,Jeans,Regular Fit Jeans,Tommy Hilfiger,388.32,Women,RF-76231794,2
12987,24.1,Tops,V-Neck Top,Adidas,49.38,Women,jw-73260137,2
12988,86.21,Jeans,Regular Fit Jeans,Gap,177.28,Women,Vb-20432277,5
12989,59.37,Accessories,Enzyme Regular Scarf,MG,177.45,Women,XE-99690791,4
12990,85.02,Pants,Extended asynchronous Graphical User Interface,H&M,215.09,Men,Uh-27767844,5
12991,80.96,Plus,Exclusive 3rdgeneration Internet solution,Puma,258.08,Men,QL-37522253,3
12992,66.46,Accessories,4 Panel Large Bill Cap,H&M,158.59,Women,KZ-58442272,7
12993,1.6,Plus,Profound value-added challenge,H&M,2.98,Women,UE-57951003,9
12994,85.7,Pants,Ameliorated homogeneous complexity,Puma,345.01,Women,NB-30472925,1
12995,30.8,Sweaters,Progressive incremental core,Levi's,75.46,Men,QA-73705127,1
12996,48.72,Pants,Multi-lateral clear-thinking capacity,Nike,141.6,Women,mw-64187665,1
12997,72.78,Plus,Expanded attitude-oriented middleware,Adidas,254.52,Men,gn-48350677,2
12998,79.26,Jeans,High Rise Jeans,Levi's,326.54,Men,hr-41127921,1
12999,28.03,Outerwear & Coats,Innovative secondary installation,MG,95.18,Women,Yv-95449563,7
13000,13.49,Accessories,4 Panel Large Bill Cap,Adidas,27.47,Men,ls-07391256,9
13001,86.37,Plus,Inverse fault-tolerant concept,Tommy Hilfiger,172.03,Women,Pi-00304796,10
13002,77.41,Jeans,Skinny Jeans,MG,334.36,Men,Va-36021186,2
13003,71.64,Sweaters,Versatile logistical challenge,Puma,214.04,Women,eC-31642626,4
13004,64.58,Jeans,Skinny Jeans,H&M,235.93,Men,Wn-91937300,10
13005,19.37,Tops,Cotton T-Shirt,H&M,46.48,Men,Qs-77173083,9
13006,94.15,Plus,Focused needs-based conglomeration,Gap,257.68,Men,fP-80370026,4
13007,72.05,Plus,Virtual cohesive interface,Calvin Klein,218.65,Men,nJ-16371967,10
13008,86.13,Pants,Networked local utilization,Levi's,383.79,Women,Om-14083769,6
13009,12.6,Accessories,Enzyme Regular Scarf,Calvin Klein,33.45,Men,dY-53946146,1
13010,41.64,Accessories,Washed Canvas Ivy Hat,Tommy Hilfiger,178.08,Women,Zu-42297039,10
13011,35.76,Tops,Polo Shirt,Calvin Klein,156.91,Men,ln-53930483,9
13012,82.5,Outerwear & Coats,Synergized analyzing success,Gap,189.69,Women,fl-63577885,1
13013,89.88,Pants,Decentralized national collaboration,Calvin Klein,297.55,Women,xC-46186576,9
13014,47.71,Plus,Programmable discrete definition,Gap,88.86,Men,NJ-72077693,9
13015,86.45,Plus,Pre-emptive client-driven synergy,Levi's,320.88,Women,hz-40798931,4
13016,19.39,Pants,Operative motivating capability,Levi's,36.24,Men,Mh-91103361,9
13017,91.56,Jeans,Bootcut Jeans,Tommy Hilfiger,370.81,Women,zT-54188969,2
13018,44.21,Pants,Horizontal systemic customer loyalty,Gap,136.92,Women,GM-16430197,3
13019,57.42,Tops,Polo Shirt,Adidas,170.51,Women,Jt-08379966,10
13020,28.47,Jeans,Regular Fit Jeans,Tommy Hilfiger,99.59,Women,eZ-82943510,6
13021,42.73,Accessories,Washed Canvas Ivy Hat,H&M,178.3,Women,vo-22050176,10
13022,62.95,Pants,Organic systematic Graphical User Interface,Calvin Klein,217.29,Women,MO-38038968,1
13023,22.54,Sweaters,Decentralized analyzing moderator,Nike,57.79,Men,df-57976951,2
13024,44.34,Plus,Persevering uniform strategy,H&M,193.26,Women,LS-18259812,1
13025,19.84,Jeans,High Rise Jeans,Nike,42.98,Men,zw-57241629,9
13026,85.42,Tops,Cotton T-Shirt,Levi's,186.62,Women,mM-43699668,9
13027,91.67,Sweaters,Total mission-critical moratorium,Tommy Hilfiger,276.92,Women,Ru-13540108,2
13028,74.48,Sweaters,Assimilated analyzing portal,Puma,237.73,Men,tY-57952411,9
13029,79.7,Plus,Persevering bifurcated capacity,Nike,195.42,Men,zO-40555849,6
13030,68.93,Pants,Configurable zero administration hub,Puma,250.61,Women,SC-88572947,5
13031,62.5,Pants,Multi-lateral tertiary monitoring,Tommy Hilfiger,162.05,Men,sn-15847632,10
13032,62.71,Jeans,Regular Fit Jeans,Adidas,225.26,Men,Il-65747685,10
13033,47.03,Sweaters,Monitored transitional hardware,Gap,135.05,Men,IG-26985148,5
13034,9.84,Plus,Diverse user-facing analyzer,Adidas,21.57,Men,hh-47412628,9
13035,63.86,Outerwear & Coats,Adaptive didactic matrices,Gap,199.07,Men,ro-34164557,7
13036,69.9,Outerwear & Coats,Triple-buffered leadingedge focus group,H&M,141.91,Women,vF-78477342,6
13037,60.19,Plus,Distributed interactive standardization,Adidas,237.24,Women,oU-24419195,10
13038,20.32,Sweaters,Sharable asynchronous complexity,Tommy Hilfiger,43.78,Women,AI-65278833,2
13039,67.97,Tops,Long Sleeve Shirt,H&M,137.27,Men,aV-52824993,7
13040,8.81,Jeans,High Rise Jeans,Tommy Hilfiger,21.94,Men,JY-63430940,2
13041,5.86,Plus,Total incremental matrix,Calvin Klein,17.36,Men,YF-23427626,4
13042,88.46,Sweaters,Inverse holistic leverage,H&M,306.16,Women,TJ-44522805,10
13043,31.0,Jeans,Bootcut Jeans,MG,127.13,Men,cF-36085860,4
13044,80.3,Jeans,Bootcut Jeans,H&M,310.84,Men,xP-96436527,4
13045,71.39,Sweaters,User-friendly multi-tasking protocol,Adidas,257.53,Women,kd-40739744,4
13046,32.57,Jeans,Skinny Jeans,Tommy Hilfiger,114.4,Women,LX-10945028,1
13047,63.61,Accessories,Washed Canvas Ivy Hat,Calvin Klein,180.24,Men,kK-25483165,1
13048,89.42,Plus,Persevering executive protocol,Levi's,185.28,Men,kC-81916895,7
13049,88.93,Sweaters,Customer-focused real-time policy,Nike,222.16,Men,it-07277091,6
13050,36.64,Pants,Universal 3rdgeneration standardization,Adidas,115.19,Men,tL-15922326,10
13051,26.23,Sweaters,Reduced homogeneous archive,Nike,93.5,Men,RK-07288208,5
13052,18.5,Tops,Polo Shirt,H&M,64.96,Men,Md-35719309,5
13053,21.43,Tops,Long Sleeve Shirt,Adidas,59.12,Women,nv-56689573,2
13054,59.94,Pants,Right-sized asymmetric help-desk,Puma,224.18,Women,Fn-41114459,9
13055,75.87,Sweaters,Innovative secondary flexibility,Nike,166.58,Women,uo-02682727,8
13056,19.65,Plus,Switchable composite instruction set,Adidas,65.81,Women,xJ-90592334,6
13057,10.56,Accessories,4 Panel Large Bill Cap,Calvin Klein,20.98,Women,SF-27035268,6
13058,52.61,Sweaters,Upgradable demand-driven extranet,Gap,186.71,Men,zv-96531674,10
13059,54.94,Jeans,Bootcut Jeans,Levi's,194.01,Men,Qo-15377918,7
13060,4.74,Pants,Focused contextually-based complexity,Levi's,15.27,Women,aK-65056935,8
13061,60.23,Sweaters,Face-to-face zero tolerance collaboration,Puma,131.86,Women,VO-44342771,5
13062,22.92,Plus,Implemented solution-oriented capability,Nike,98.53,Men,tM-79344840,10
13063,19.2,Tops,Long Sleeve Shirt,Levi's,57.51,Women,YA-90859347,1
13064,86.14,Tops,Cotton T-Shirt,Puma,258.89,Men,Fu-38204841,2
13065,2.53,Outerwear & Coats,Implemented modular product,Calvin Klein,6.63,Women,YL-90408040,8
13066,35.54,Jeans,Regular Fit Jeans,Nike,152.33,Women,VD-19649415,3
13067,96.18,Jeans,High Rise Jeans,Nike,280.43,Men,Op-93990636,6
13068,55.85,Pants,Optimized static budgetary management,H&M,218.21,Women,QV-64882318,6
13069,85.48,Outerwear & Coats,Distributed impactful benchmark,Adidas,165.09,Women,BV-10349563,1
13070,37.09,Accessories,Enzyme Regular Scarf,Calvin Klein,164.13,Women,dK-03007427,8
13071,57.92,Sweaters,Programmable transitional strategy,Calvin Klein,239.69,Women,eX-09242826,2
13072,88.26,Pants,Managed zero administration task-force,Adidas,179.51,Women,Ei-61240698,10
13073,76.86,Sweaters,Synergistic clear-thinking workforce,Tommy Hilfiger,287.08,Women,qO-55481034,1
13074,85.82,Outerwear & Coats,Programmable incremental open system,H&M,344.79,Women,Er-42331828,2
13075,76.49,Outerwear & Coats,Integrated directional strategy,Nike,310.43,Women,Wu-86637991,6
13076,16.58,Pants,Grass-roots bottom-line knowledge user,Adidas,71.51,Men,nN-98246093,10
13077,10.51,Sweaters,Up-sized scalable project,Nike,35.29,Women,sI-12090754,9
13078,16.97,Sweaters,Enterprise-wide 24/7 standardization,Levi's,73.01,Women,ax-75818577,7
13079,58.4,Jeans,Bootcut Jeans,Nike,179.52,Women,OS-80593970,4
13080,84.4,Plus,Business-focused 24hour encryption,Puma,228.11,Women,gj-02853818,7
13081,65.55,Tops,Long Sleeve Shirt,Adidas,164.92,Women,aw-49940542,9
13082,53.19,Jeans,Regular Fit Jeans,H&M,119.66,Men,jc-42252586,7
13083,69.06,Pants,Multi-lateral real-time functionalities,Adidas,285.37,Men,mJ-10895124,2
13084,17.07,Jeans,Skinny Jeans,Gap,75.03,Men,wm-34458126,5
13085,41.97,Jeans,Bootcut Jeans,H&M,82.42,Men,vn-45328514,3
13086,90.0,Pants,Upgradable dynamic Graphical User Interface,H&M,335.24,Women,cJ-96000646,2
13087,46.58,Tops,Polo Shirt,H&M,181.23,Women,vx-37555815,4
13088,96.53,Outerwear & Coats,Extended zero tolerance middleware,MG,214.6,Men,Kz-49897787,3
13089,9.31,Plus,Realigned 4thgeneration functionalities,Nike,28.89,Men,Gf-10507607,3
13090,36.55,Jeans,Bootcut Jeans,Nike,87.69,Men,UZ-17672572,1
13091,26.42,Sweaters,User-centric global solution,Levi's,93.57,Women,Dl-80353407,1
13092,76.61,Plus,Sharable bottom-line attitude,Puma,168.42,Women,SX-78619403,7
13093,82.84,Plus,Centralized asymmetric challenge,Gap,262.87,Women,TY-86030082,7
13094,62.98,Sweaters,Configurable grid-enabled flexibility,MG,267.6,Women,qu-01384599,8
13095,87.1,Jeans,Regular Fit Jeans,Nike,375.81,Men,fM-54156577,1
13096,95.0,Outerwear & Coats,Synergistic incremental function,Puma,393.28,Women,im-98093962,7
13097,84.81,Plus,Multi-tiered non-volatile pricing structure,H&M,275.27,Women,VU-98696643,2
13098,44.02,Outerwear & Coats,Operative explicit analyzer,Puma,124.52,Women,ur-54502503,3
13099,85.85,Tops,V-Neck Top,Puma,294.22,Men,Ho-60362753,1
13100,22.67,Pants,Customizable contextually-based frame,Levi's,101.44,Men,lA-65806175,9
13101,90.17,Pants,Future-proofed clear-thinking capacity,Calvin Klein,224.68,Men,FU-35832097,1
13102,82.82,Sweaters,Persistent discrete hardware,Adidas,249.55,Men,WA-98335960,7
13103,89.08,Tops,V-Neck Top,Adidas,319.84,Women,kh-91344522,3
13104,5.07,Accessories,Washed Canvas Ivy Hat,Nike,15.45,Women,Nn-35686974,9
13105,35.85,Accessories,4 Panel Large Bill Cap,Adidas,137.88,Women,YN-79412768,3
13106,40.52,Sweaters,Diverse stable artificial intelligence,Calvin Klein,109.39,Women,Zo-25203994,1
13107,35.26,Jeans,High Rise Jeans,MG,152.43,Women,jS-83162529,6
13108,77.07,Accessories,Washed Canvas Ivy Hat,Puma,269.26,Women,BF-95528855,10
13109,41.74,Jeans,Bootcut Jeans,MG,126.01,Men,xz-83007574,4
13110,97.1,Accessories,Enzyme Regular Scarf,Adidas,394.39,Men,Jn-66667418,2
13111,50.52,Pants,Advanced scalable middleware,H&M,186.27,Women,Ce-49552058,10
13112,11.66,Tops,Polo Shirt,Puma,35.14,Men,iI-66378444,10
13113,70.44,Accessories,Low Profile Dyed Cap,Nike,146.75,Women,qp-30006777,5
13114,4.58,Jeans,High Rise Jeans,Tommy Hilfiger,15.48,Men,LM-96744701,3
13115,20.0,Outerwear & Coats,Networked next generation capacity,Gap,37.48,Men,wy-86458405,7
13116,41.39,Plus,Compatible multi-tasking array,Adidas,94.64,Women,Uj-15609311,8
13117,17.81,Tops,Cotton T-Shirt,Calvin Klein,64.98,Women,Sx-00149186,1
13118,66.75,Plus,Assimilated transitional alliance,Levi's,169.39,Women,RC-54880137,8
13119,23.1,Outerwear & Coats,Inverse motivating info-mediaries,Calvin Klein,78.55,Men,sQ-90951193,10
13120,19.1,Plus,Pre-emptive non-volatile utilization,Adidas,48.89,Women,nW-47303174,6
13121,77.76,Accessories,Low Profile Dyed Cap,Levi's,197.21,Men,qM-15264518,3
